,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Working capitcal Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
658,1,0.466728416,0.4900785,0.501097489,0.607849637,0.607849637,0.998854927,0.797195783,0.809108554,0.303424704,0.781354114,0.46114592,0.000426043,0.0,0.152205975,0.152205975,0.152205975,0.194005862,0.316934286,0.021824947,0.084439378,0.155456805,0.022033488,0.847129358,0.688483553,0.688373707,0.217434133,0.00041302,0.263410029,0.37539585,0.002672691,0.001449805,0.629541034,0.025535524,0.218671584,0.781328416,0.004911274,0.393736733,0.005365848,0.085649844,0.156104366,0.4018941,0.089955022,0.001073316,0.005894534,0.042903226,0.022105371,0.384150064,0.04273719,0.676384901,0.195477948,0.239571138,0.007453902,0.002180343,0.000249681,0.158285426,0.34014812,0.276877972,0.001628704,0.690745123,0.7203502,0.341976905,0.027250983,0.910030597,0.002111289,0.041585898,0.593827134,0.671569533,0.691649868,0.690745123,0.341976905,0.134578539,0.639996451,0.458929388,0.561081789,0.31353282,0.101788194,0,0.767056514,0.008094303,0.623320898,0.607845171,0.834982316,0.293297757,0.026485036,0.563103483,1,0.015431529
659,1,0.497489397,0.532108591,0.552277959,0.601961689,0.601961689,0.998987113,0.797370646,0.809293955,0.303453708,0.781547659,0.459221794,0.000319032,0.0,0.162108634,0.162108634,0.162108634,0.21300936,0.312442527,0.018694133,0.097467633,0.169315357,0.022047347,0.847951269,0.689052117,0.6890533,0.21755225,0.000441493,0.263709195,0.371754033,0.009058318,0.00180477,0.646975041,0.019167601,0.200925114,0.799074886,0.005174538,0.383255458,0.005365848,0.097488886,0.168313099,0.404206462,0.083958021,0.000953608,0.006628042,0.031612903,0.009832117,0.392799801,0.013131206,0.807312944,0.463562674,0.615514132,0.035009522,0.006618871,0.001461197,0.126939842,0.336707586,0.27738855,0.006651347,0.60019399,0.739161585,0.336531448,0.013641835,0.92642941,0.002210553,0.012625483,0.594002022,0.671583521,0.36596954,0.60019399,0.336531448,0.135345444,0.652050576,0.460440327,0.539148555,0.317192361,0.03215348,0,0.794509637,0.002302852,0.623576982,0.601960023,0.839834982,0.288680211,0.023750658,0.572881482,1,0.017146714
660,1,0.367084288,0.398113825,0.389528347,0.598913216,0.598913216,0.998985149,0.796948984,0.808830713,0.302720877,0.781055447,0.463390453,0.000474047,0.0,0.148834857,0.148834857,0.148834857,0.158173395,0.323654241,0.024819638,0.098037619,0.131430293,0.022072521,0.848008877,0.682685445,0.682685445,0.216798456,0.000322685,0.262125557,0.391518572,0.006277047,0.003932066,0.630336913,0.023988911,0.214983221,0.785016779,0.005290722,0.389075407,0.00612996,0.098026284,0.130389865,0.401138497,0.106446777,0.000783176,0.008070294,0.040967742,0.033741169,0.394699351,0.009835135,0.761174636,0.728138151,0.748276934,0.018224058,0.00597409,0.000440714,0.219429993,0.346548275,0.277623916,0.001139953,0.979562862,0.733510029,0.347094055,0.00042279,0.902913537,0.001982142,0.065139832,0.593923776,0.671572486,0.142014362,0.979562862,0.347094055,0.112006856,0.643202373,0.459307101,0.605278439,0.314658297,0.045867433,0,0.701446021,0.001911382,0.623688667,0.598910864,0.824230028,0.292176284,0.026697158,0.564666432,1,0.015764855
661,1,0.443669868,0.520061055,0.497564109,0.599201487,0.59912942,0.998947943,0.797277404,0.809228727,0.303372739,0.781427378,0.459067462,0.000373037,0.0,0.186970629,0.186970629,0.186970629,0.204216697,0.313255995,0.016743046,0.094210569,0.162988627,0.02201277,0.84789659,0.688421085,0.688421085,0.217414239,0.00051955,0.263703756,0.369853955,0.01172664,0.006878465,0.628478377,0.005813476,0.114943919,0.885056081,0.005600398,0.37469329,0.006468144,0.094191216,0.162747907,0.40242731,0.068965517,0.000586367,0.01079341,0.022741935,0.024138184,0.390911558,0.018387378,0.832933787,0.40995488,0.618623385,0.02843657,0.007521745,0.001517591,0.09917156,0.334971465,0.277350662,0.011207298,0.813211522,0.73748681,0.330461002,0.002231878,0.928634237,0.002146138,0.017920278,0.594040355,0.671533417,0.210619837,0.813211522,0.330461002,0.11306111,0.61105165,0.452264602,0.543259134,0.309700933,0.02495389,0,0.787149313,0.001668348,0.624062432,0.599201154,0.839373118,0.278994977,0.026456744,0.562825639,1,0.032672642
662,1,0.386584117,0.46396642,0.452593822,0.598819528,0.598819528,0.998926104,0.797247523,0.809209457,0.303365972,0.781459518,0.45764324,0.000625063,0.0,0.167544562,0.167544562,0.167544562,0.163656992,0.296845158,0.108807115,0.077762397,0.11802365,0.022062676,0.847819419,0.687803325,0.687803325,0.217409849,0.000358694,0.262770512,0.326655117,0.006486095,0.004305123,0.629933152,0.023778258,0.214439036,0.785560964,0.007078647,0.390023776,0.005365848,0.07774358,0.11699721,0.422003341,0.28185907,0.000911,0.006949111,0.100483871,0.162948166,0.373261573,0.00457072,0.768030356,0.668597823,0.78542824,0.057754161,0.00538326,0.001373429,0.223151678,0.329428698,0.278106173,0.003203519,0.998866948,0.734515911,0.347313405,0.0,0.915840016,0.002111973,0.068681429,0.59392069,0.671565253,0.03356492,0.998866948,0.347313405,0.110933234,0.61794014,0.456277871,0.487396577,0.30620496,0.044447679,0,0.748513556,0.002228941,0.623683113,0.598814975,0.832155048,0.292023496,0.026648813,0.564374018,1,0.015813604
663,1,0.417540097,0.470726123,0.460891911,0.600851843,0.600851843,0.99893477,0.797160092,0.80908564,0.30319509,0.781326605,0.457599624,0.000810081,0.0,0.173654713,0.173654713,0.179427753,0.189845892,0.312194949,0.023246669,0.092419184,0.148527529,0.022102152,0.847878309,0.685815589,0.685898572,0.217175479,0.000488382,0.262899503,0.368317127,0.015661106,0.014892943,0.629741031,0.006866741,0.126885751,0.873114249,0.007088463,0.375775863,0.007873282,0.092391747,0.150509011,0.405191158,0.115442279,0.000361154,0.017500865,0.032258065,0.058437495,0.386920242,0.010542402,0.872358101,0.748745303,0.723622817,0.14647435,0.015660733,0.008882859,0.087214367,0.333228032,0.276981958,0.00035551,0.647170815,0.740728074,0.330209666,0.00513879,0.911032638,0.002060046,0.041468835,0.594026838,0.67158674,0.082602606,0.647170815,0.330209666,0.117054828,0.662536268,0.463193399,0.533932526,0.317767995,0.018729071,0,0.754696049,0.008433273,0.624491346,0.600848102,0.836693433,0.279759015,0.026549951,0.56366812,1,0.029295982
677,1,0.466435919,0.535379416,0.519032068,0.604714683,0.604714683,0.999017964,0.797398591,0.80932364,0.303437756,0.781577553,0.464536205,0.000853085,0.03107602,0.183725928,0.183725928,0.183725928,0.215089345,0.329879041,0.01093516,0.098119046,0.170671085,0.022036,0.847956422,0.689158154,0.689158154,0.217564604,0.000458187,0.263865383,0.39321374,0.007731021,0.000252655,0.648723305,0.014123784,0.179974,0.820026,0.00520496,0.384654527,0.005911207,0.098107708,0.169670462,0.415442718,0.028485757,0.002152719,0.002936593,0.017580645,0.125725952,0.416001447,0.296806513,0.790483972,0.026177273,0.64723318,0.001037638,0.000229919,0.0013821155,0.155545937,0.34847433,0.279107692,0.019715746,0.824331339,0.736109759,0.336606068,0.005114167,0.935359765,0.002252635,0.006392687,0.59405197,0.671561201,0.290067469,0.824331339,0.336606068,0.118844463,0.638886603,0.458699057,0.609941759,0.313608941,0.03751357,0,0.796792824,0.029143441,0.620066883,0.604714459,0.840139985,0.285022182,0.030070704,0.568969274,1,0.019592879
678,1,0.457904743,0.555604012,0.5118047,0.598603324,0.598603324,0.998929339,0.797620627,0.809559167,0.304011308,0.781528431,0.458557493,0.00080008,0.0,0.200455101,0.200455101,0.200455101,0.212253002,0.305474995,0.013597108,0.09323345,0.181667545,0.022115948,0.847660453,0.689964329,0.689961414,0.217623983,0.000468668,0.264731799,0.361191833,0.009671109,0.000881487,0.633801249,0.011874082,0.167427518,0.832572482,0.009595518,0.38328118,0.005989812,0.093197844,0.180740517,0.416436793,0.034482759,0.001282298,0.004929617,0.017419355,0.162742535,0.375014134,0.037100619,0.831369914,0.101005077,0.782000629,0.005716276,0.001147637,0.000200566,0.151090556,0.333328633,0.278136957,0.02235304,0.860020513,0.739581268,0.335331255,0.003150497,0.935812787,0.002602656,0.006188437,0.594174373,0.671556074,0.029953088,0.860020513,0.335331255,0.116244956,0.636608854,0.458309124,0.525034406,0.3132136,0.030158981,0,0.809458788,0.053886007,0.621154749,0.598601109,0.841477177,0.283390302,0.02687885,0.565544494,1,0.021346971
679,1,0.417491347,0.47797645,0.462069704,0.59396215,0.599280762,0.998505743,0.794223124,0.806224032,0.298961734,0.778384703,0.460156178,0.00069607,0.0,0.173865408,0.173865408,0.173865408,0.186725915,0.314882931,0.001951087,0.091034932,0.147699028,0.021970939,0.847809855,0.688534422,0.688576145,0.217500026,0.000387916,0.263476855,0.371455982,0.010373135,0.000361204,0.629517404,0.010006475,0.154760105,0.845239895,0.0054868,0.380516593,0.007591767,0.091031967,0.146700852,0.413186625,0.007496252,0.001059114,0.005967116,0.010483871,0.033315218,0.34144411,0.214833181,0.833433136,0.033244978,0.722025752,0.006896424,0.000404986,0.000280309,0.130361947,0.337684734,0.278116233,0.026081092,0.800271061,0.739081795,0.333377781,0.003594279,0.91777482,0.001957984,0.025289606,0.595006797,0.671538069,0.206708823,0.800271061,0.333377781,0.116037769,0.639675494,0.458738015,0.549739529,0.313931435,0.028156089,0,0.755672376,0.013199459,0.621528803,0.593962255,0.836136224,0.282036319,0.02657387,0.56385415,1,0.023393184
680,1,0.435138693,0.488661143,0.479843675,0.603878695,0.603878695,0.998813099,0.796634259,0.808588807,0.302531144,0.780901482,0.463257928,0.000793079,0.0,0.181281868,0.181281868,0.181281868,0.172449655,0.330904718,0.014232346,0.085416497,0.131731566,0.022006449,0.847820525,0.688612731,0.688612731,0.217510558,0.000364284,0.263074341,0.392068105,0.007737261,0.000199005,0.628539678,0.023244786,0.213078574,0.786921426,0.005874368,0.395590975,0.005445671,0.08539743,0.130691501,0.435388513,0.026986507,0.00393414,0.001607911,0.018064516,0.10295081,0.341376269,0.059663993,0.807213631,0.052646538,0.918246365,0.004560641,0.000334942,0.000110002,0.220006571,0.346224365,0.279072952,0.01946042,0.990886567,0.740187151,0.3466795,0.0,0.923353861,0.002011199,0.027422384,0.594114003,0.671515171,0.069575112,0.990886567,0.3466795,0.110933234,0.622595213,0.456820739,0.602711347,0.307872309,0.037484928,0,0.760821735,0.014378771,0.621989002,0.603875345,0.834295435,0.29163703,0.026498813,0.563231336,1,0.015940831
681,1,0.446643592,0.511938509,0.494887307,0.601947275,0.601947275,0.998644169,0.796562599,0.808429705,0.302759307,0.780625972,0.461753185,0.000714071,0.0,0.190383886,0.190383886,0.190383886,0.201853077,0.318490486,0.003009816,0.090790652,0.161105671,0.021998863,0.847661606,0.68803254,0.688044543,0.217546612,0.000425023,0.263742608,0.377426325,0.013487633,0.001933905,0.627196545,0.009874247,0.153792666,0.846207334,0.00885239,0.381281552,0.005417032,0.090746983,0.160093507,0.416034876,0.008995502,0.00017449,0.036357737,0.010806452,0.028074556,0.36233916,0.033106781,0.874402944,0.116933899,0.819469007,0.00147714,0.001822052,0.0013821155,0.114351971,0.341431945,0.277758079,0.030460891,0.704834601,0.742548398,0.332451183,0.005914961,0.926990007,0.00197127,0.008730774,0.595327511,0.671564258,0.043647498,0.704834601,0.332451183,0.120390695,0.642046438,0.459127992,0.568466414,0.314395203,0.021728893,0,0.78271273,0.015417863,0.622228289,0.601946921,0.838766296,0.281940089,0.026546835,0.563643076,1,0.023567668
682,1,0.500511871,0.552278674,0.548851652,0.601565315,0.601565315,0.999036567,0.797388353,0.809324161,0.303381199,0.781586115,0.461013395,0.000828083,0.0,0.167881674,0.167881674,0.167881674,0.216885695,0.316580604,0.025379252,0.104144614,0.170671085,0.022085985,0.848012959,0.68921061,0.68921061,0.217575346,0.0004238,0.263984272,0.375023285,0.004964727,0.003514717,0.634210833,0.01604793,0.188953049,0.811046951,0.005016585,0.3857371,0.005365848,0.104165649,0.169708167,0.402128552,0.094452774,0.000614773,0.010282772,0.034516129,0.019579043,0.396892879,0.028816686,0.731885694,0.346430333,0.360463587,0.011792836,0.004693499,0.000469201,0.133185256,0.339893454,0.276763704,0.001056987,0.670431207,0.729803296,0.335845626,0.017229704,0.934524899,0.002258701,0.015212303,0.593892807,0.671568143,0.531847624,0.670431207,0.335845626,0.127136402,0.638477803,0.458670253,0.559991866,0.313425385,0.057373785,0,0.798505723,0.003833645,0.632930427,0.601562797,0.840366348,0.286417546,0.038281473,0.569772852,1,0.018479889
729,1,0.457904743,0.525730484,0.510305691,0.60222834,0.60222834,0.998863015,0.797058965,0.809027051,0.303168987,0.781344711,0.459434841,0.000668067,0.0,0.192238001,0.192238001,0.192238001,0.210078472,0.306500672,0.004476912,0.093152023,0.164871582,0.021969027,0.847885909,0.688992014,0.688992014,0.217537487,0.000429415,0.263666457,0.362123244,0.009163154,0.000429826,0.614751168,0.018807394,0.19965535,0.80034465,0.025227474,0.391390413,0.005546212,0.093205986,0.163924289,0.426578495,0.008995502,0.003017053,0.002095493,0.011774194,0.05454225,0.374200041,0.008978684,0.831230024,0.059312765,0.858202869,0.020882476,0.000534181,0.000634147,0.17464565,0.335736256,0.278336282,0.022625572,0.836235075,0.74208088,0.340233282,0.003882333,0.930044598,0.002082792,0.004826101,0.594847846,0.671438713,0.006011787,0.836235075,0.340233282,0.120466647,0.628464402,0.457414245,0.533070973,0.310454601,0.031793376,0,0.791779904,0.023220208,0.617990734,0.602228721,0.839452052,0.288419003,0.026386902,0.562036606,1,0.017278196
730,1,0.450641057,0.529873528,0.497028749,0.603460701,0.603460701,0.998898488,0.797202562,0.809139281,0.303345669,0.781180079,0.462776478,0.000839084,0.0,0.151321057,0.151321057,0.151321057,0.204594876,0.320329631,0.005762512,0.093559156,0.16622731,0.022410596,0.848140927,0.689661653,0.689661653,0.21761875,0.000428092,0.265126543,0.385771767,0.008746931,0.001552739,0.525126368,0.016080759,0.189104211,0.810895789,0.005851204,0.386245954,0.005851492,0.093507255,0.165251489,0.422070327,0.031484258,0.000673612,0.009381044,0.018548387,0.044419312,0.382736709,0.037050506,0.819314212,0.163251323,0.802564293,0.004987504,0.001662392,0.00015475,0.170920124,0.344265822,0.278262556,0.018639901,0.863704231,0.73973817,0.338595536,0.00328772,0.89828104,0.002152387,0.020166416,0.594130931,0.671570605,0.111975231,0.863704231,0.338595536,0.117753256,0.642255104,0.459183003,0.586585322,0.314393282,0.033269431,0,0.78678553,0.006198717,0.622413832,0.603460061,0.83887236,0.28644125,0.025457824,0.589450046,1,0.018463264
731,1,0.494418174,0.567815089,0.549975909,0.61143862,0.61143862,0.999170949,0.797623255,0.809536904,0.303510507,0.781812501,0.454103654,0.000665067,0.0,0.192069445,0.192069445,0.192069445,0.252529073,0.236259461,0.034469199,0.128979725,0.198764781,0.022184407,0.848123164,0.689628355,0.689628355,0.217620177,0.000479773,0.264281885,0.234259156,0.007342879,0.001243938,0.633093382,0.032249975,0.231490159,0.768509841,0.006493888,0.404566937,0.005529151,0.127265621,0.197647236,0.448373107,0.056971514,0.000937376,0.006739904,0.033548387,0.177797688,0.516541914,0.034285174,0.798310498,0.169842559,0.942712355,0.005340266,0.001202104,0.000119338,0.237500089,0.319094675,0.279211491,0.016205516,0.985980274,0.740822368,0.354443458,0.000276932,0.93731161,0.002820448,0.005175741,0.594020262,0.671568783,0.036817881,0.985980274,0.354443458,0.112037247,0.640939768,0.459053086,0.404760008,0.313729956,0.039432451,0,0.813855956,0.01381826,0.619851496,0.611440281,0.843781822,0.298167532,0.02682711,0.565324187,1,0.014353352
732,1,0.470482133,0.531127344,0.523529097,0.603381427,0.603381427,0.998977407,0.797297464,0.809229117,0.303346152,0.781528009,0.468615955,0.000812081,0.0,0.163457081,0.163457081,0.163457081,0.212536636,0.340666337,0.01170652,0.096083381,0.166453265,0.022089889,0.848831894,0.689641513,0.689641513,0.21762556,0.000419733,0.264536759,0.439868112,0.005163166,0.000505311,0.812165244,0.015311101,0.18568794,0.81431206,0.005043837,0.384443157,0.00714512,0.096096536,0.165455094,0.411399434,0.043478261,0.001018534,0.006203649,0.021935484,0.12314381,0.398826349,0.210951884,0.729196241,0.098872933,0.5416547,0.002515374,0.000849282,0.0013821155,0.191835951,0.362120107,0.274089975,0.011490436,0.988821744,0.729568287,0.339688999,0.000224642,0.928536148,0.002169022,0.017007569,0.593867694,0.671568386,0.32840172,0.988821744,0.339688999,0.11123946,0.64070598,0.45896749,0.692889003,0.314013059,0.055278768,0,0.789876241,0.005195323,0.621070017,0.603382723,0.839289946,0.285883063,0.025319992,0.583046553,1,0.018873447
733,1,0.46624092,0.525839512,0.517479522,0.610415255,0.610415255,0.999087408,0.797337167,0.809258542,0.303185422,0.781565483,0.455336638,0.000738074,0.0,0.173022629,0.173022629,0.173022629,0.214616621,0.292176558,0.027390837,0.11139158,0.166001356,0.022061143,0.848016371,0.68904825,0.68904825,0.217561956,0.000386893,0.263555338,0.304403711,0.008077354,0.001196526,0.617486747,0.0170939,0.193276295,0.806723705,0.0061534,0.384455459,0.005371332,0.110353868,0.164987557,0.421825158,0.062968516,0.004640216,0.001362839,0.031290323,0.16394401,0.461217521,0.034323425,0.811776287,0.174700233,0.869357993,0.072483184,0.001503207,0.001923902,0.199880062,0.32266207,0.278545772,0.017323294,0.990644348,0.739160026,0.341277457,0.000160341,0.929099556,0.002192898,0.030320138,0.593991849,0.671583558,0.070034212,0.990644348,0.341277457,0.111307678,0.654097672,0.46075714,0.452807534,0.317547036,0.035951002,0,0.789368631,0.005779002,0.622777189,0.610416786,0.839168215,0.287175803,0.026062427,0.553964391,1,0.017979327
734,1,0.466825915,0.538868295,0.519513893,0.603489529,0.603489529,0.999038069,0.797337582,0.809266874,0.303289353,0.781489413,0.461530074,0.00070407,0.0,0.174750327,0.174750327,0.174750327,0.210645741,0.318172172,0.011252779,0.099259018,0.168185584,0.022068223,0.848029793,0.686169105,0.686169105,0.2173423,0.000441718,0.263933764,0.377202787,0.007813392,0.001446062,0.639340215,0.018816513,0.199685582,0.800314418,0.013915943,0.387491808,0.006135444,0.0992395,0.167227208,0.417392015,0.031484258,0.00046463,0.013605332,0.019032258,0.064133484,0.408482395,0.006804509,0.796134095,0.23593233,0.714108162,0.005026762,0.002458664,0.000157044,0.169745988,0.341005488,0.2784411,0.014176704,0.812250434,0.737664131,0.339843983,0.004360826,0.930573974,0.002193206,0.009377463,0.594069519,0.671573793,0.013192194,0.812250434,0.339843983,0.119861166,0.643480185,0.459345272,0.566875343,0.314722958,0.037129299,0,0.793925043,0.052579978,0.62041708,0.603489707,0.839754923,0.288425546,0.022121402,0.571671042,1,0.017274842
735,1,0.353678155,0.4019843,0.393918304,0.586373398,0.586373398,0.998691774,0.796095008,0.808086115,0.301842785,0.780308217,0.462969393,0.000758076,0.0,0.132358518,0.132358518,0.132358518,0.127540891,0.325281177,0.01553307,0.075726732,0.098064322,0.02155554,0.847827077,0.688392,0.688392,0.217486016,0.000232675,0.262725443,0.403319548,0.006220261,0.000211482,0.629888289,0.155945248,0.281222602,0.718777398,0.005134716,0.528356032,0.01021985,0.075724266,0.097021341,0.573957394,0.04197901,0.011684741,0.000541378,0.034677419,0.050673443,0.346554804,0.027562998,0.760041492,0.062842103,0.796534805,0.011293498,0.000381407,0.000254493,0.23551815,0.344492063,0.287515181,0.015426726,0.804535654,0.739016343,0.437794257,0.004300124,0.891517988,0.001924887,0.057039758,0.593934244,0.671572368,0.1113945,0.804535654,0.437794257,0.168665133,0.642971714,0.459278317,0.59912221,0.31463804,0.046269656,0,0.694075072,0.006295495,0.621511847,0.586374019,0.755344706,0.387874147,0.026655654,0.564417257,1,0.011086844
736,1,0.489933213,0.562854339,0.537769688,0.60413814,0.60413814,0.999017964,0.797611773,0.809480398,0.303810456,0.781700782,0.468037208,0.000911091,0.206599858,0.179596309,0.179596309,0.179596309,0.223882008,0.334618377,0.015638943,0.099340445,0.182947955,0.022009514,0.847958963,0.689349108,0.689349108,0.217580602,0.0004786,0.263875485,0.40894527,0.010559093,0.004128576,0.632610855,0.008997893,0.146869426,0.853130574,0.008330701,0.377606619,0.005365848,0.099361636,0.18200739,0.413828352,0.058470765,0.000284053,0.022317765,0.022580645,0.061422088,0.403676986,0.010629962,0.846977018,0.350014926,0.821094678,0.003756685,0.004325737,0.000136766,0.145597775,0.359500969,0.277665476,0.016442193,0.943079996,0.739815151,0.333795935,0.001074414,0.93819034,0.002468838,0.012247709,0.594082723,0.671564474,0.041901502,0.943079996,0.333795935,0.112575625,0.637313272,0.458300126,0.654218552,0.313527961,0.027669079,0,0.813080476,0.002211634,0.623268855,0.604138671,0.8416142,0.28130442,0.026948476,0.565811326,1,0.02484762
783,1,0.383756642,0.439053642,0.428288452,0.63199239,0.63199239,0.998130677,0.757215942,0.771506909,0.235089655,0.742704052,0.461105659,0.000759076,0.0,0.147149298,0.147149298,0.147149298,0.192020422,0.317217231,0.000136122,0.094699129,0.151163666,0.022319397,0.84814041,0.689517066,0.689517066,0.217606764,0.000363985,0.264747341,0.374809061,0.008190926,0.003179091,0.629923563,0.011463719,0.164827524,0.835172476,0.005525065,0.382017433,0.005675392,0.094671617,0.150177211,0.412818201,0.00149925,0.000428109,0.014798243,0.009032258,0.008495513,0.36843355,0.354008618,0.798043894,0.017433161,0.647654897,0.003348438,0.000143534,0.000120581,0.147200156,0.339932823,0.278794243,0.021124536,0.850547515,0.736334759,0.334922594,0.003709361,0.887981969,0.001958954,0.042658013,0.598485198,0.671545197,0.183004096,0.850547515,0.334922594,0.116021717,0.64257574,0.45921963,0.560766002,0.314492076,0.035467647,0,0.728265036,0.011388858,0.615761181,0.631989929,0.832983091,0.283093078,0.026606496,0.564091452,1,0.021739723
784,1,0.439233657,0.504415613,0.486749826,0.616750025,0.616750025,0.998257779,0.795490461,0.807366123,0.301694382,0.779408706,0.460454778,0.000679068,0.0,0.175972357,0.175972357,0.175972357,0.193060414,0.313079154,0.002223331,0.087940721,0.156812533,0.022011348,0.84769458,0.678504129,0.678504129,0.217363362,0.000395427,0.26359963,0.366212138,0.006839292,0.000183409,0.627895508,0.02078352,0.206125102,0.793874898,0.005196451,0.390561708,0.005365848,0.087897145,0.153804389,0.425838968,0.005997001,0.00063912,0.009879727,0.010645161,0.036940205,0.305443115,0.299116251,0.776887749,0.034348911,0.756233772,0.001297003,0.000209328,0.0013821155,0.204257536,0.337995681,0.28073,0.017468161,0.949823568,0.73547342,0.343770696,0.0,0.919510056,0.002012887,0.013940705,0.594412268,0.671345491,0.181441923,0.949823568,0.343770696,0.110933234,0.627860114,0.457396002,0.547029211,0.309981307,0.042233762,0,0.778221837,0.013085849,0.621122027,0.616750163,0.837361039,0.289851612,0.026607496,0.564098447,1,0.016612755
785,1,0.41261639,0.422208897,0.453557471,0.598358293,0.598358293,0.998916167,0.796831256,0.808783582,0.302659727,0.781214605,0.48864397,0.000850085,0.0,0.142008344,0.142008344,0.142008344,0.197125839,0.338367405,0.011101532,0.092907744,0.148000301,0.022143145,0.848064638,0.688458768,0.688458768,0.217539299,0.000312928,0.263097653,0.493060989,0.004205915,0.000228326,0.630058835,0.009224049,0.148713608,0.851286392,0.005122035,0.379078381,0.006280467,0.092880291,0.146972325,0.402083001,0.083958021,0.009428545,0.000670319,0.028064516,0.292789683,0.348669184,0.185028301,0.7159248,0.024428491,0.321501392,0.003169263,0.000253353,0.000120739,0.139115151,0.413579358,0.275790218,0.010558481,0.889392189,0.72904855,0.333547831,0.0,0.828564597,0.001998805,0.086986679,0.593888102,0.671570451,0.348954604,0.889392189,0.333547831,0.110933234,0.639906776,0.458756429,0.915633516,0.314000508,0.06707604,0,0.678242342,0.008543849,0.623108836,0.598353835,0.829093737,0.281468962,0.026636821,0.564296631,1,0.02449331
833,1,0.449958563,0.545082861,0.500829809,0.598502429,0.598502429,0.998307118,0.797668216,0.809566068,0.305396001,0.779625268,0.459498587,0.000490049,0.044741371,0.147022881,0.147022881,0.147022881,0.207998487,0.316403763,0.00074111,0.092907744,0.170671085,0.02225266,0.848142598,0.689725015,0.689725015,0.217617549,0.000449728,0.264595038,0.373672739,0.007828369,0.001238947,0.634005699,0.015678604,0.187350727,0.812649273,0.005054488,0.385929458,0.005931315,0.092921002,0.169708167,0.402304055,0.004497751,0.000373327,0.016938139,0.010483871,0.00880396,0.372764071,0.278726097,0.767547027,0.038345605,0.26117018,0.02146829,0.001162729,0.001806609,0.062717561,0.338817767,0.278776763,0.017559371,0.311041787,0.733823224,0.330673496,0.050384087,0.894707512,0.002265425,0.010691675,0.594257306,0.671641086,0.665915125,0.311041787,0.330673496,0.1450093,0.647219819,0.459861683,0.553545626,0.315649915,0.037061241,0,0.798165324,0.002582077,0.622328804,0.59850213,0.840318871,0.286149876,0.030688448,0.569122395,1,0.018672399
834,1,0.340174523,0.375654165,0.364419937,0.626414333,0.626414333,0.99776289,0.796212874,0.808079475,0.30399173,0.780196778,0.343817887,0.0,0.0,0.151826725,0.151826725,0.151826725,0.19258769,0.307066563,0.003599679,0.075156746,0.154854259,0.023199959,0.847975091,0.689174889,0.689174889,0.21756771,0.000379381,0.263174581,0.334600052,0.075917392,0.073005551,0.630610882,0.000553534,0.016809263,0.983190737,0.007651476,0.369637181,0.005365848,0.075129871,0.153827012,0.395545153,0.044977511,0.001091577,0.005791211,0.014032258,0.003745428,0.376970218,0.001608302,0.943999806,0.775138435,0.762612378,0.355407072,0.074064579,0.097687586,0.01887028,0.026274053,0.276989047,0.00511334,0.888891889,0.74042808,0.32670519,0.0,0.873136135,0.002053616,0.102755093,0.594299592,0.671076494,0.090985137,0.888891889,0.32670519,0.110933234,0.331160074,0.073968974,0.354663247,0.283591443,0.003682841,0,0.689880264,0.000255979,0.623933769,0.626412271,0.83480436,0.275180913,0.026790629,0.56515588,1,0.203980771
